,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1178TS360_1o,0.73857486,0.7385748624801636,0.1449457142857143,0.0005980605749925,0.04302,0.04302,0.8442806367041199,4178.785,0.548,0.678,4178.785,0.548,0.678
1,T1178TS187_5o,0.75170183,0.751701831817627,0.0856077380952381,0.0003737878593703,0.07444,0.07444,0.7333024719101123,0.0,0.0,0.0,0.0,0.0,0.0
2,T1178TS150_1o,0.7628984,0.7628983855247498,0.1228852813852813,0.0006300995343671,0.12548,0.12548,0.8635544943820225,0.0,0.0,0.0,0.0,0.0,0.0
3,T1178TS439_5o,0.8104628,0.8104627728462219,0.1688726804123711,0.0008223332906147,0.11537,0.11537,0.8223841573033707,8361.486,0.831,0.676,8361.486,0.831,0.676
4,T1178TS444_4o,0.7439016,0.7439016103744507,0.1471565040650406,0.0007475757187406,0.01761,0.01761,0.8293414232209738,4437.019,0.6,0.659,4437.019,0.6,0.659
5,T1178TS441_2o,0.8063998,0.8063998222351074,0.0577567010309278,9.611687812379854e-05,0.01828,0.01828,0.5450799625468166,-135.178,0.409,0.651,-135.178,0.409,0.651
6,T1178TS091_5o,0.5155507,0.5155506730079651,0.1166941520467836,0.0005019436968687,0.06404,0.06404,0.7228403370786517,-445.122,0.375,0.606,-445.122,0.375,0.606
7,T1178TS205_5o,0.0,0.0,0.144393991416309,0.0007475757187406,0.06899,0.06899,0.8380685393258427,7967.319,0.792,0.671,7967.319,0.792,0.671
8,T1178TS433_2o,0.8063998,0.8063998222351074,0.0577567010309278,9.611687812379854e-05,0.01828,0.01828,0.5450799625468166,0.0,0.0,0.0,0.0,0.0,0.0
9,T1178TS091_1o,0.8639757,0.8639757037162781,0.1020956790123456,0.0003203895937459,0.03145,0.03145,0.6308504119850188,1443.002,0.52,0.608,1443.002,0.52,0.608
10,T1178TS185_3o,0.7965535,0.7965534925460815,0.1516653658536585,0.000715536759366,0.24869,0.24869,0.8262317977528091,6356.552,0.808,0.677,6356.552,0.808,0.677
