,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1160TS423_2o,0.9076667,0.9076666831970216,0.5235950000000001,0.0564236111111111,0.30159,0.30159,0.854687049808429,5551.256,0.874,0.66,5551.256,0.874,0.66
1,T1160TS165_1o,0.33317292,0.3331729173660278,0.5387366279069767,0.0546875,0.49848,0.49848,0.8808373563218391,3047.173,0.716,0.59,3047.173,0.716,0.59
2,T1160TS003_3o,0.9283979,0.9283978939056396,0.5152863387978143,0.0559895833333333,0.32648,0.32648,0.9083565900383143,0.0,0.0,0.0,0.0,0.0,0.0
3,T1160TS320_2o,0.9277656,0.9277656078338624,0.5152863387978143,0.0559895833333333,0.31825,0.31825,0.9082844444444444,0.0,0.0,0.0,0.0,0.0,0.0
4,T1160TS398_2o,0.9247083,0.9247083067893982,0.5252768115942029,0.0646701388888889,0.18939,0.18939,0.884827356321839,4882.838,0.796,0.656,4882.838,0.796,0.656
5,T1160TS074_2o,0.893301,0.8933010101318359,0.5186593220338982,0.0555555555555555,0.19865,0.19865,0.8617100766283525,0.0,0.0,0.0,0.0,0.0,0.0
6,T1160TS399_3o,0.92501765,0.9250176548957824,0.513188524590164,0.0559895833333333,0.33594,0.33594,0.9052222222222223,0.0,0.0,0.0,0.0,0.0,0.0
7,T1160TS291_2o,0.0,0.0,0.5235777777777778,0.0559895833333333,0.43736,0.43736,0.9022034865900384,0.0,0.0,0.0,0.0,0.0,0.0
8,T1160TS239_5o,0.9291406,0.9291406273841858,0.5142818681318682,0.0555555555555555,0.25801,0.25801,0.9077068199233717,0.0,0.0,0.0,0.0,0.0,0.0
9,T1160TS086_3o,0.927948,0.927947998046875,0.5152863387978143,0.0559895833333333,0.41465,0.41465,0.9080503065134099,0.0,0.0,0.0,0.0,0.0,0.0
10,T1160TS444_2o,0.92720836,0.9272083640098572,0.5292946745562129,0.0529513888888888,0.30176,0.30176,0.898036858237548,7454.67,0.932,0.642,7454.67,0.932,0.642
11,T1160TS477_1o,0.8770583,0.8770583271980286,0.5142573033707866,0.0546875,0.44998,0.44998,0.8784700766283524,0.0,0.0,0.0,0.0,0.0,0.0
12,T1160TS298_4o,0.91358536,0.913585364818573,0.5264837988826816,0.0559895833333333,0.35359,0.35359,0.9029975862068965,7567.305,0.963,0.692,7567.305,0.963,0.692
13,T1160TS493_1o,0.9264333,0.9264333248138428,0.5625131386861314,0.0451388888888888,0.136,0.136,0.7128289655172414,1328.803,0.562,0.525,1328.803,0.562,0.525
14,T1160TS298_2o,0.9206958,0.9206957817077636,0.5070743016759777,0.0542534722222222,0.43095,0.43095,0.9047361302681992,0.0,0.0,0.0,0.0,0.0,0.0
15,T1160TS367_2o,0.9270625,0.9270625114440918,0.5152863387978143,0.0559895833333333,0.39188,0.39188,0.9088801149425287,0.0,0.0,0.0,0.0,0.0,0.0
16,T1160TS091_3o,0.5180593,0.5180593132972717,0.5285416184971099,0.0542534722222222,0.3021,0.3021,0.8888426053639847,6859.593,0.921,0.638,6859.593,0.921,0.638
17,T1160TS205_4o,0.0,0.0,0.5265598802395209,0.0525173611111111,0.42285,0.42285,0.8457249808429118,7598.541,0.969,0.675,7598.541,0.969,0.675
18,T1160TS278_4o,0.824251,0.8242509961128235,0.4966542168674699,0.0499131944444444,0.31141,0.31141,0.7982249042145594,8016.965,0.951,0.646,8016.965,0.951,0.646
19,T1160TS461_5o,0.90792185,0.9079218506813048,0.5076520467836257,0.0525173611111111,0.3685,0.3685,0.8740012643678161,0.0,0.0,0.0,0.0,0.0,0.0
20,T1160TS187_4o,0.89070827,0.8907082676887512,0.5236661016949152,0.0551215277777777,0.40371,0.40371,0.8729715325670498,0.0,0.0,0.0,0.0,0.0,0.0
21,T1160TS462_1o,0.9447916,0.944791615009308,0.5090215909090909,0.0538194444444444,0.40673,0.40673,0.8908261685823755,0.0,0.0,0.0,0.0,0.0,0.0
22,T1160TS125_5o,0.9188625,0.918862521648407,0.5152863387978143,0.0559895833333333,0.20389,0.20389,0.9024631800766284,0.0,0.0,0.0,0.0,0.0,0.0
23,T1160TS315_1o,0.0,0.0,0.5323393442622951,0.0581597222222222,0.35737,0.35737,0.8542203448275861,3512.201,0.75,0.541,3512.201,0.75,0.541
24,T1160TS439_5o,0.9227969,0.922796905040741,0.5255196629213482,0.0555555555555555,0.24167,0.24167,0.9043822605363985,0.0,0.0,0.0,0.0,0.0,0.0
25,T1160TS187_1o,0.89683026,0.8968302607536316,0.5197576923076923,0.0559895833333333,0.32822,0.32822,0.8676687356321839,0.0,0.0,0.0,0.0,0.0,0.0
26,T1160TS086_2o,0.9272708,0.9272708296775818,0.5152863387978143,0.0559895833333333,0.32211,0.32211,0.9081815325670498,0.0,0.0,0.0,0.0,0.0,0.0
27,T1160TS185_4o,0.91090626,0.9109062552452089,0.5306203592814371,0.0525173611111111,0.36208,0.36208,0.815904827586207,0.0,0.0,0.0,0.0,0.0,0.0
28,T1160TS205_2o,0.0,0.0,0.5266099415204679,0.0538194444444444,0.62096,0.62096,0.8461735632183909,8458.948,0.959,0.687,8458.948,0.959,0.687
29,T1160TS180_1o,0.9498219,0.9498218894004822,0.5164195530726257,0.0551215277777777,0.35469,0.35469,0.905969540229885,0.0,0.0,0.0,0.0,0.0,0.0
30,T1160TS461_1o,0.9327958,0.9327958226203918,0.5065317647058823,0.0520833333333333,0.30246,0.30246,0.8693135249042145,0.0,0.0,0.0,0.0,0.0,0.0
31,T1160TS169_4o,0.9245,0.9244999885559082,0.5152863387978143,0.0559895833333333,0.28394,0.28394,0.9077186973180077,0.0,0.0,0.0,0.0,0.0,0.0
