,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1168TS003_1,0.9428683,0.9428682923316956,0.1148010952380952,0.0003282352119561,0.11357,0.11357,0.8813560726072607,0.0,0.0,0.0,0.0,0.0,0.0
1,H1168TS374_4,0.9400104,0.94001042842865,0.1142251948051947,0.0003282352119561,0.1843,0.1843,0.8673592739273928,6820.465,0.848,0.718,6820.465,0.848,0.718
2,H1168TS131_5,0.9352357,0.9352356791496276,0.115373958671427,0.0003352189398701,0.12661,0.12661,0.8427276897689769,0.0,0.0,0.0,0.0,0.0,0.0
3,H1168TS187_3,0.9412492,0.9412491917610168,0.1159611968599034,0.0003212514840421,0.19,0.19,0.8745457755775575,0.0,0.0,0.0,0.0,0.0,0.0
4,H1168TS147_2,0.0,0.0,0.133082827237175,0.0003072840282142,0.06924,0.06924,0.7051012541254126,6121.732,0.785,0.717,6121.732,0.785,0.717
5,H1168TS091_2,0.7264539,0.7264539003372192,0.0978514880952381,0.0002095118374188,0.1093,0.1093,0.8531696699669966,4227.362,0.667,0.669,4227.362,0.667,0.669
6,H1168TS434_5,0.9422872,0.9422872066497804,0.1125542680947744,0.0003282352119561,0.14028,0.14028,0.8808588778877887,0.0,0.0,0.0,0.0,0.0,0.0
7,H1168TS205_3,0.91029143,0.9102914333343506,0.1121692612942612,0.000349186395698,0.11308,0.11308,0.7735721122112211,5820.893,0.829,0.707,5820.893,0.829,0.707
8,H1168TS288_3,0.8990284,0.8990284204483032,0.1144342063492063,0.000342202667784,0.09648,0.09648,0.786903795379538,5288.934,0.829,0.706,5288.934,0.829,0.706
9,H1168TS447_2,0.2180531,0.2180531024932861,0.1198137719298245,0.0003771213073538,0.20387,0.20387,0.7998813201320132,6230.176,0.827,0.715,6230.176,0.827,0.715
10,H1168TS098_5,0.93515825,0.9351582527160645,0.0621359173126615,0.0003142677561282,0.04632,0.04632,0.70392399339934,0.0,0.0,0.0,0.0,0.0,0.0
11,H1168TS225_3,0.93925184,0.9392518401145936,0.1134513991769547,0.000342202667784,0.15704,0.15704,0.85262,0.0,0.0,0.0,0.0,0.0,0.0
12,H1168TS188_1,0.9374081,0.9374080896377563,0.0629846354166666,0.0003072840282142,0.04385,0.04385,0.7401911551155115,0.0,0.0,0.0,0.0,0.0,0.0
13,H1168TS333_1,0.0,0.0,0.0,0.0,0.00017,0.00017,0.21770270627062707,0.0,0.0,0.0,0.0,0.0,0.0
14,H1168TS423_3,0.93917936,0.9391793608665466,0.1139334595959596,0.0003282352119561,0.21132,0.21132,0.8815970297029703,0.0,0.0,0.0,0.0,0.0,0.0
15,H1168TS119_1,0.9381802,0.9381802082061768,0.114928523206751,0.0003282352119561,0.13226,0.13226,0.87820699669967,0.0,0.0,0.0,0.0,0.0,0.0
16,H1168TS234_4,0.50620425,0.5062042474746704,0.0008888888888888,0.0,0.02126,0.02126,0.4249284488448845,-455.064,0.055,0.626,-455.064,0.055,0.626
17,H1168TS360_1,0.92012876,0.9201287627220154,0.1100055458768873,0.0003352189398701,0.14532,0.14532,0.8772158745874586,0.0,0.0,0.0,0.0,0.0,0.0
18,H1168TS225_1,0.94782925,0.947829246520996,0.1112811459543167,0.0003352189398701,0.16041,0.16041,0.8797274587458745,0.0,0.0,0.0,0.0,0.0,0.0
19,H1168TS390_5,0.93976897,0.9397689700126648,0.1163802956465237,0.0003282352119561,0.17016,0.17016,0.8803086468646865,0.0,0.0,0.0,0.0,0.0,0.0
20,H1168TS215_2,0.9111825,0.9111825227737428,0.1082655172413793,0.0003631538515259,0.06974,0.06974,0.7138665016501651,5770.471,0.858,0.698,5770.471,0.858,0.698
21,H1168TS086_3,0.9431584,0.9431583881378174,0.1141433418803418,0.0003282352119561,0.12578,0.12578,0.8813970627062706,0.0,0.0,0.0,0.0,0.0,0.0
22,H1168TS493_5,0.94307905,0.9430790543556212,0.1324631488918637,0.0003583189629701,0.15927,0.15927,0.7295852145214522,4643.106,0.692,0.705,4643.106,0.692,0.705
