,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1185TS158_4,0.8388374,0.8388373851776123,0.0007248077963419,0.0,0.17303,0.17303,0.9222086220472442,0.0,0.0,0.0,0.0,0.0,0.0
1,H1185TS320_4,0.825725,0.8257250189781189,0.0006604408669198,0.0,0.04259,0.04259,0.9180122834645669,0.0,0.0,0.0,0.0,0.0,0.0
2,H1185TS180_2,0.9118059,0.9118059277534484,0.0007587991718426,0.0,0.09628,0.09628,0.920442125984252,0.0,0.0,0.0,0.0,0.0,0.0
3,H1185TS434_4,0.8325753,0.8325753211975098,0.0007142782608695,0.0,0.14096,0.14096,0.9195946062992126,0.0,0.0,0.0,0.0,0.0,0.0
4,H1185TS119_2,0.8296786,0.8296785950660706,0.0006762055436352,0.0,0.15713,0.15713,0.9191921259842519,0.0,0.0,0.0,0.0,0.0,0.0
5,H1185TS158_5,0.84093225,0.8409322500228882,0.0007283911672899,0.0,0.10181,0.10181,0.9215901968503937,0.0,0.0,0.0,0.0,0.0,0.0
6,H1185TS086_2,0.84093225,0.8409322500228882,0.0007283911672899,0.0,0.10181,0.10181,0.9215901968503937,0.0,0.0,0.0,0.0,0.0,0.0
7,H1185TS098_1,0.86016303,0.8601630330085754,0.0027812060171335,0.0,0.00107,0.00107,0.3096972047244095,0.0,0.0,0.0,0.0,0.0,0.0
8,H1185TS073_4,0.8344809,0.834480881690979,0.0009572026652577,0.0,0.0513,0.0513,0.8727742125984251,19270.084,0.736,0.682,19270.084,0.736,0.682
9,H1185TS035_1,0.8405823,0.8405823111534119,0.0006903300366166,0.0,0.02215,0.02215,0.9120990157480314,0.0,0.0,0.0,0.0,0.0,0.0
10,H1185TS086_3,0.84028023,0.8402802348136902,0.0007155636118267,0.0,0.1174,0.1174,0.9215198031496064,0.0,0.0,0.0,0.0,0.0,0.0
11,H1185TS333_1,0.9186319,0.918631911277771,0.0007586540635846,0.0,1e-05,1e-05,0.6184694881889764,0.0,0.0,0.0,0.0,0.0,0.0
12,H1185TS003_2,0.8345217,0.8345217108726501,0.0007069024335031,0.0,0.03833,0.03833,0.9212877165354331,0.0,0.0,0.0,0.0,0.0,0.0
13,H1185TS086_1,0.84218705,0.8421870470046997,0.000715499358892,0.0,0.24196,0.24196,0.921381811023622,0.0,0.0,0.0,0.0,0.0,0.0
14,H1185TS398_5,0.8364545,0.8364545106887817,0.0009837356808837,0.0,0.02383,0.02383,0.7973648425196851,-6809.241,0.156,0.666,-6809.241,0.156,0.666
15,H1185TS125_2,0.8348541,0.8348541259765625,0.0007301527313266,0.0,0.0713,0.0713,0.9210077952755906,0.0,0.0,0.0,0.0,0.0,0.0
16,H1185TS444_5,0.84210783,0.8421078324317932,0.0009211354446935,0.0,0.37482,0.37482,0.9145291732283466,14979.451,0.659,0.686,14979.451,0.659,0.686
17,H1185TS360_1,0.83210754,0.8321075439453125,0.0006581790038314,0.0,0.03674,0.03674,0.920588937007874,0.0,0.0,0.0,0.0,0.0,0.0
