,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1144TS225_3,0.8928319,0.8928319215774536,0.0516381578947368,0.0,0.25936,0.25936,0.6512499680511183,-1098.102,0.223,0.682,-1098.102,0.223,0.682
1,H1144TS165_5,0.1561041,0.156104102730751,0.0056802325581395,0.0,0.11325,0.11325,0.6392949840255592,-882.528,0.224,0.669,-882.528,0.224,0.669
2,H1144TS205_5,0.0,0.0,0.008160606060606,0.0,0.3151,0.3151,0.6252633226837061,1179.384,0.761,0.678,1179.384,0.761,0.678
3,H1144TS180_4,0.8895847,0.8895847201347351,0.00295,0.0,0.25687,0.25687,0.7576688498402556,-168.317,0.366,0.68,-168.317,0.366,0.68
4,H1144TS350_4,0.0,0.0,0.0778583333333333,0.0,0.264,0.264,0.6493432587859425,-373.441,0.131,0.657,-373.441,0.131,0.657
5,H1144TS003_5,0.85532403,0.8553240299224854,0.0025599999999999,0.0,0.27626,0.27626,0.7569784664536741,0.0,0.0,0.0,0.0,0.0,0.0
6,H1144TS446_5,0.8397863,0.8397862911224365,0.00224375,0.0,0.26297,0.26297,0.7519781469648562,0.0,0.0,0.0,0.0,0.0,0.0
7,H1144TS215_2,0.88254833,0.8825483322143555,0.046925,0.0,0.097,0.097,0.6395663897763578,-441.771,0.09,0.668,-441.771,0.09,0.668
8,H1144TS433_4,0.87548476,0.8754847645759583,0.0651,0.0,0.29932,0.29932,0.6440069648562301,0.0,0.0,0.0,0.0,0.0,0.0
9,H1144TS348_4,0.8405769,0.8405768871307373,0.0675341463414634,7.485590238790328e-05,0.30285,0.30285,0.6473027156549521,-756.956,0.174,0.676,-756.956,0.174,0.676
10,H1144TS461_3,0.8430017,0.8430017232894897,0.0019,0.0,0.28986,0.28986,0.7541006389776358,-554.326,0.307,0.683,-554.326,0.307,0.683
11,H1144TS205_2,0.0,0.0,0.0170415094339622,0.0,0.26484,0.26484,0.6183770926517572,2072.48,0.727,0.677,2072.48,0.727,0.677
12,H1144TS441_5,0.87464774,0.8746477365493774,0.0377428571428571,0.0,0.18401,0.18401,0.6468889456869009,-570.9,0.053,0.668,-570.9,0.053,0.668
13,H1144TS288_5,0.8453034,0.8453034162521362,0.0031473684210526,0.0,0.23443,0.23443,0.6842511501597444,109.741,0.501,0.677,109.741,0.501,0.677
14,H1144TS131_2,0.8338378,0.8338378071784973,0.0024749999999999,0.0,0.28914,0.28914,0.6822424920127795,-376.871,0.322,0.681,-376.871,0.322,0.681
15,H1144TS187_1,0.8941472,0.8941472172737122,0.0009222222222222,0.0,0.17654,0.17654,0.7478869009584664,0.0,0.0,0.0,0.0,0.0,0.0
16,H1144TS360_1,0.86429507,0.8642950654029846,0.0024125,0.0,0.285,0.285,0.7583127476038338,21.571,0.375,0.677,21.571,0.375,0.677
17,H1144TS188_1,0.858864,0.8588640093803406,0.0020944444444444,0.0,0.25438,0.25438,0.7565763258785942,399.898,0.467,0.684,399.898,0.467,0.684
18,H1144TS462_4,0.88873875,0.888738751411438,0.00230625,0.0,0.30536,0.30536,0.7579346006389776,953.764,0.66,0.684,953.764,0.66,0.684
19,H1144TS133_1,0.8425677,0.8425676822662354,0.0017363636363636,0.0,0.32043,0.32043,0.756645303514377,0.0,0.0,0.0,0.0,0.0,0.0
20,H1144TS398_1,0.8715895,0.8715894818305969,0.0355308823529411,0.0,0.12935,0.12935,0.6401092651757189,-322.532,0.365,0.683,-322.532,0.365,0.683
21,H1144TS147_4,0.107331365,0.1073313653469085,0.0186764705882352,0.0,0.33462,0.33462,0.630411533546326,367.52,0.515,0.673,367.52,0.515,0.673
22,H1144TS312_3,0.0,0.0,0.0021857142857142,0.0,0.29641,0.2955407624633431,0.75324607028754,1222.503,0.586,0.676,1218.9179472140763,0.5842815249266863,0.674017595307918
23,H1144TS133_5,0.8427668,0.8427668213844299,0.03415625,0.0,0.28321,0.28321,0.6759605431309904,0.0,0.0,0.0,0.0,0.0,0.0
24,H1144TS278_3,0.84665626,0.8466562628746033,0.00328,0.0,0.23953,0.23953,0.6806406389776357,-795.746,0.081,0.67,-795.746,0.081,0.67
25,H1144TS298_3,0.84003955,0.8400395512580872,0.0026714285714285,0.0,0.35151,0.35151,0.7588875399361023,0.0,0.0,0.0,0.0,0.0,0.0
26,H1144TS037_2,0.92748934,0.9274893403053284,0.0005499999999999,0.0,0.21968,0.21968,0.7056070287539936,975.031,0.664,0.683,975.031,0.664,0.683
27,H1144TS091_2,0.7509056,0.7509055733680725,0.0010538461538461,0.0,0.17273,0.17273,0.6819430670926517,365.009,0.496,0.64,365.009,0.496,0.64
28,H1144TS037_3,0.90570974,0.905709743499756,0.028291304347826,0.0,0.24989,0.24989,0.6803457188498402,145.724,0.428,0.677,145.724,0.428,0.677
29,H1144TS097_1,0.9281229,0.928122878074646,0.0009666666666666,0.0,0.22323,0.22323,0.7123740575079872,-446.444,0.263,0.675,-446.444,0.263,0.675
30,H1144TS360_3,0.84003955,0.8400395512580872,0.0026714285714285,0.0,0.35151,0.35151,0.7588875399361023,-879.47,0.243,0.672,-879.47,0.243,0.672
31,H1144TS225_4,0.9102778,0.910277783870697,0.00264,0.0,0.25622,0.25622,0.6820334185303515,144.682,0.482,0.681,144.682,0.482,0.681
32,H1144TS368_1,0.75982404,0.7598240375518799,0.0,0.0,4e-05,4e-05,0.6296901277955271,0.0,0.0,0.0,0.0,0.0,0.0
33,H1144TS248_2,0.83594215,0.8359421491622925,0.0196371428571428,0.0,0.22475,0.22475,0.669872268370607,-401.857,0.275,0.656,-401.857,0.275,0.656
34,H1144TS257_2,0.8761431,0.8761430978775024,0.0025259259259259,0.0,0.25743,0.25743,0.7155887220447283,2337.304,0.792,0.671,2337.304,0.792,0.671
35,H1144TS131_1,0.8430765,0.8430765271186829,0.0019529411764705,0.0,0.26763,0.26763,0.685198178913738,-1427.701,0.035,0.67,-1427.701,0.035,0.67
36,H1144TS493_1,0.87204367,0.8720436692237854,0.0082241379310344,0.0,0.23639,0.23639,0.622615750798722,403.728,0.471,0.659,403.728,0.471,0.659
37,H1144TS248_5,0.8808589,0.8808588981628418,0.0290454545454545,0.0,0.25021,0.25021,0.6734756230031949,-31.581,0.441,0.676,-31.581,0.441,0.676
38,H1144TS091_3,0.68639064,0.6863906383514404,0.038074,0.0,0.23942,0.23942,0.6703742492012779,975.456,0.605,0.639,975.456,0.605,0.639
39,H1144TS257_5,0.85953754,0.8595375418663025,0.0029142857142857,0.0,0.28566,0.28566,0.7147443450479233,2253.059,0.789,0.671,2253.059,0.789,0.671
40,H1144TS187_4,0.8559176,0.8559175729751587,0.0263962406015037,0.0,0.22338,0.22338,0.6369784345047923,0.0,0.0,0.0,0.0,0.0,0.0
41,H1144TS150_2,0.8505433,0.8505433201789856,0.0243679999999999,0.0,0.31012,0.31012,0.6818116932907349,0.0,0.0,0.0,0.0,0.0,0.0
42,H1144TS434_2,0.85160035,0.8516003489494324,0.0277823529411764,0.0,0.29577,0.29577,0.6815618530351438,359.936,0.518,0.687,359.936,0.518,0.687
43,H1144TS433_5,0.87464774,0.8746477365493774,0.0377428571428571,0.0,0.18401,0.18401,0.6468889456869009,0.0,0.0,0.0,0.0,0.0,0.0
44,H1144TS185_4,0.890242,0.8902419805526733,0.0594,7.485590238790328e-05,0.22933,0.22933,0.6369537699680512,-879.181,0.045,0.662,-879.181,0.045,0.662
45,H1144TS185_5,0.8664669,0.8664668798446655,0.0615272727272727,0.0,0.24192,0.24192,0.6384355271565495,-929.617,0.117,0.68,-929.617,0.117,0.68
46,H1144TS423_3,0.8553622,0.8553621768951416,0.0018043478260869,0.0,0.24083,0.24083,0.7483762300319489,-57.304,0.389,0.682,-57.304,0.389,0.682
47,H1144TS399_2,0.8350727,0.8350726962089539,0.0007333333333333,0.0,0.333,0.333,0.719837571884984,342.335,0.545,0.676,342.335,0.545,0.676
48,H1144TS225_1,0.9191748,0.9191747903823853,0.0035023255813953,0.0,0.28675,0.28675,0.67398910543131,-728.449,0.262,0.676,-728.449,0.262,0.676
49,H1144TS150_3,0.8505433,0.8505433201789856,0.0019894736842105,0.0,0.28132,0.28132,0.7365805431309904,-454.742,0.283,0.682,-454.742,0.283,0.682
50,H1144TS035_4,0.85719186,0.8571918606758118,0.0025923076923076,0.0,0.25945,0.25945,0.7475197763578275,0.0,0.0,0.0,0.0,0.0,0.0
51,H1144TS185_1,0.89673436,0.896734356880188,0.0037499999999999,0.0,0.23547,0.23547,0.635875750798722,-1091.043,0.071,0.66,-1091.043,0.071,0.66
52,H1144TS234_5,0.5612786,0.5612785816192627,0.0006526315789473,0.0,0.2513,0.2513,0.6655544089456868,-331.659,0.199,0.658,-331.659,0.199,0.658
