,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1174TS229_3o,0.8363001,0.8363000750541687,0.0074091324200913,0.0,0.02024,0.02024,0.6984453024911031,0.0,0.0,0.0,0.0,0.0,0.0
1,T1174TS180_2o,0.9314782,0.9314782023429872,0.0075749414519906,0.0,0.00909,0.00909,0.7726136298932383,0.0,0.0,0.0,0.0,0.0,0.0
2,T1174TS444_2o,0.77160305,0.7716030478477478,0.0070982182628062,0.0,0.01499,0.01499,0.5962172597864769,47598.948,0.865,0.675,47598.948,0.865,0.675
3,T1174TS035_5o,0.7178495,0.7178494930267334,0.0074177884615384,0.0,5e-05,5e-05,0.5796795373665481,0.0,0.0,0.0,0.0,0.0,0.0
4,T1174TS227_1o,0.8568556,0.856855571269989,0.0077791262135922,0.0,0.00594,0.00594,0.781577330960854,0.0,0.0,0.0,0.0,0.0,0.0
5,T1174TS185_3o,0.92867786,0.9286778569221495,0.0087391549295774,0.0,0.05459,0.05459,0.7140342704626335,39630.372,0.875,0.684,39630.372,0.875,0.684
6,T1174TS229_4o,0.8536425,0.8536425232887268,0.0087613259668508,0.0,0.0089,0.0089,0.705586690391459,0.0,0.0,0.0,0.0,0.0,0.0
7,T1174TS348_4o,0.78008837,0.7800883650779724,0.0075591121495327,0.0,0.0061,0.0061,0.7735649110320284,0.0,0.0,0.0,0.0,0.0,0.0
8,T1174TS185_1o,0.9409651,0.9409651160240172,0.0072297968397291,0.0,0.03793,0.03793,0.7725255160142349,0.0,0.0,0.0,0.0,0.0,0.0
9,T1174TS312_3o,0.0,0.0,0.0112142857142857,0.0,0.0,0.0,0.24954096085409253,-1991.34,0.175,0.464,-1991.34,0.175,0.464
10,T1174TS390_3o,0.82329094,0.8232909440994263,0.0074803738317757,0.0,0.00477,0.00477,0.741873487544484,44268.885,0.845,0.683,44268.885,0.845,0.683
11,T1174TS462_3o,0.92945325,0.9294532537460328,0.0094068681318681,0.0,0.00077,0.00077,0.6290403914590746,0.0,0.0,0.0,0.0,0.0,0.0
12,T1174TS248_3o,0.9003411,0.9003410935401917,0.0078645320197044,0.0,0.01836,0.01836,0.7638037722419929,49510.134,0.899,0.697,49510.134,0.899,0.697
13,T1174TS188_2o,0.59856486,0.598564863204956,0.0106851851851851,0.0,0.0,0.0,0.5215386120996441,30419.628,0.831,0.568,30419.628,0.831,0.568
14,T1174TS098_5o,0.7774905,0.777490496635437,0.000613725490196,0.0,0.0,0.0,0.26575483985765125,-4517.231,0.039,0.473,-4517.231,0.039,0.473
15,T1174TS158_2o,0.87520945,0.8752094507217407,0.0078101941747572,0.0,0.00374,0.00374,0.7824690391459075,0.0,0.0,0.0,0.0,0.0,0.0
16,T1174TS037_1o,0.8298439,0.8298438787460327,0.0074781472684085,0.0,0.00311,0.00311,0.7774379359430605,44408.721,0.832,0.685,44408.721,0.832,0.685
17,T1174TS158_5o,0.86742216,0.8674221634864807,0.0076056603773584,0.0,0.01309,0.01309,0.7749249110320284,44473.114,0.829,0.681,44473.114,0.829,0.681
18,T1174TS434_3o,0.70026726,0.7002672553062439,0.0080934837092731,0.0,3e-05,3e-05,0.6689035943060497,41080.752,0.855,0.608,41080.752,0.855,0.608
19,T1174TS188_1o,0.7672958,0.767295777797699,0.0087790190735694,0.0,0.00865,0.00865,0.6877851957295373,36879.301,0.845,0.666,36879.301,0.845,0.666
20,T1174TS165_2o,0.7779988,0.7779988050460815,0.0074406103286384,0.0,0.00098,0.00098,0.7675433807829182,0.0,0.0,0.0,0.0,0.0,0.0
21,T1174TS119_1o,0.91002315,0.9100231528282166,0.0077819951338199,0.0,0.01155,0.01155,0.7758289679715303,0.0,0.0,0.0,0.0,0.0,0.0
22,T1174TS288_3o,0.7038887,0.7038887143135071,0.0099416403785488,0.0,0.03047,0.03047,0.6708389679715302,0.0,0.0,0.0,0.0,0.0,0.0
23,T1174TS312_5o,0.0,0.0,0.0006092592592592,0.0,0.0,0.0,0.23787594306049825,-1231.636,0.28,0.47,-1231.636,0.28,0.47
24,T1174TS447_5o,0.2247151,0.2247150987386703,0.0071208520179372,0.0,0.0433,0.0433,0.6623753380782919,0.0,0.0,0.0,0.0,0.0,0.0
25,T1174TS441_1o,0.7680394,0.7680394053459167,0.0363421052631579,0.0,0.0,0.0,0.24637380782918153,-378.311,0.087,0.486,-378.311,0.087,0.486
26,T1174TS494_1o,0.7464013,0.746401309967041,0.0072482517482517,0.0,0.07027,0.07027,0.7752381494661921,46002.411,0.868,0.702,46002.411,0.868,0.702
27,T1174TS169_2o,0.7383529,0.73835289478302,0.0088988980716253,0.0,0.00192,0.00192,0.6735318861209963,0.0,0.0,0.0,0.0,0.0,0.0
28,T1174TS433_3o,0.72048897,0.720488965511322,0.0,0.0,0.0,0.0,0.2106843416370107,0.0,0.0,0.0,0.0,0.0,0.0
29,T1174TS054_2o,0.75325304,0.7532530426979065,0.0072133333333333,0.0,0.0086,0.0086,0.752997153024911,0.0,0.0,0.0,0.0,0.0,0.0
30,T1174TS131_2o,0.53637487,0.5363748669624329,0.0105624999999999,0.0,0.0,0.0,0.5554940213523133,24571.824,0.678,0.519,24571.824,0.678,0.519
31,T1174TS011_1o,0.7840642,0.7840641736984253,0.0076483333333333,0.0,0.00563,0.00563,0.758673487544484,0.0,0.0,0.0,0.0,0.0,0.0
32,T1174TS188_3o,0.5549385,0.5549384951591492,0.008151781472684,0.0,0.00861,0.00861,0.5389184341637011,29282.798,0.744,0.632,29282.798,0.744,0.632
33,T1174TS119_5o,0.87602246,0.876022458076477,0.00733,0.0,0.0074,0.0074,0.7738847330960854,0.0,0.0,0.0,0.0,0.0,0.0
34,T1174TS278_1o,0.93989146,0.9398914575576782,0.0072926503340757,0.0,0.043,0.043,0.77283128113879,49467.304,0.91,0.699,49467.304,0.91,0.699
35,T1174TS037_3o,0.803617,0.803617000579834,0.0088679558011049,0.0,0.01224,0.01224,0.5846345907473309,36355.741,0.814,0.671,36355.741,0.814,0.671
36,T1174TS398_4o,0.8248225,0.8248224854469299,0.0079043062200956,0.0,0.00026,0.00026,0.7238741992882564,22496.039,0.673,0.639,22496.039,0.673,0.639
37,T1174TS423_3o,0.748961,0.7489609718322754,0.00994,0.0,0.009,0.009,0.6913094306049822,33304.948,0.831,0.678,33304.948,0.831,0.678
38,T1174TS188_5o,0.52481264,0.524812638759613,0.0072149220489977,0.0,4e-05,4e-05,0.5191885409252669,30590.598,0.862,0.551,30590.598,0.862,0.551
39,T1174TS073_3o,0.7038887,0.7038887143135071,0.0100039344262295,0.0,0.03646,0.03646,0.6607568327402136,31969.574,0.878,0.661,31969.574,0.878,0.661
40,T1174TS227_2o,0.8790354,0.8790354132652283,0.0077670673076923,0.0,0.00281,0.00281,0.7801607473309609,0.0,0.0,0.0,0.0,0.0,0.0
