,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1124TS360_1o,0.8887563,0.888756275177002,0.2496252918287938,0.0007595486111111,0.04179,0.04179,0.9295027777777777,0.0,0.0,0.0,0.0,0.0,0.0
1,T1124TS444_1o,0.88890624,0.8889062404632568,0.3568102639296188,0.0013699001736111,0.00234,0.00234,0.7672257777777778,0.0,0.0,0.0,0.0,0.0,0.0
2,T1124TS229_1o,0.89514446,0.8951444625854492,0.2412414634146341,0.0006985134548611,0.03941,0.03941,0.9310539629629629,0.0,0.0,0.0,0.0,0.0,0.0
3,T1124TS131_2o,0.8777997,0.8777996897697449,0.2173947916666666,0.00048828125,0.01464,0.01464,0.8668669629629631,18340.435,0.936,0.711,18340.435,0.936,0.711
4,T1124TS352_5o,0.8863831,0.8863831162452698,0.242591015625,0.0007120768229166,0.01895,0.01895,0.9352573333333333,0.0,0.0,0.0,0.0,0.0,0.0
5,T1124TS086_2o,0.96622616,0.9662261605262756,0.2404153543307086,0.0006985134548611,0.03147,0.03147,0.9176107037037037,0.0,0.0,0.0,0.0,0.0,0.0
6,T1124TS046_5o,0.8965578,0.8965578079223633,0.2412153225806451,0.0006985134548611,0.01229,0.01229,0.9125671851851852,0.0,0.0,0.0,0.0,0.0,0.0
7,T1124TS205_5o,0.0,0.0,0.0370902325581395,8.138020833333333e-05,0.00171,0.00166546875,0.6756615925925926,0.0,0.0,0.0,0.0,0.0,0.0
8,T1124TS119_4o,0.8782289,0.8782289028167725,0.208505076142132,0.0004747178819444,0.01447,0.01447,0.8653005185185185,0.0,0.0,0.0,0.0,0.0,0.0
9,T1124TS147_2o,0.8895151,0.8895151019096375,0.232801244813278,0.0006510416666666,0.01104,0.01104,0.898747925925926,16830.35,0.902,0.682,16830.35,0.902,0.682
10,T1124TS098_2o,0.90715355,0.90715354681015,0.2401018587360595,0.0007459852430555,0.05649,0.05649,0.9281975555555555,0.0,0.0,0.0,0.0,0.0,0.0
11,T1124TS439_3o,0.92950064,0.8423599544912577,0.0158651685393258,0.0,0.28851,0.2614621875,0.8614678148148148,0.0,0.0,0.0,0.0,0.0,0.0
12,T1124TS131_1o,0.8782367,0.878236711025238,0.2158266666666667,0.00048828125,0.01212,0.01212,0.8650102962962964,0.0,0.0,0.0,0.0,0.0,0.0
13,T1124TS035_4o,0.8965578,0.8965578079223633,0.2270530364372469,0.0006646050347222,0.01726,0.01726,0.8220328888888888,0.0,0.0,0.0,0.0,0.0,0.0
14,T1124TS398_1o,0.88855726,0.8885572552680969,0.2636671826625387,0.0010172526041666,0.02313,0.02313,0.9191786296296296,0.0,0.0,0.0,0.0,0.0,0.0
15,T1124TS125_5o,0.88882995,0.8888299465179443,0.2388215909090909,0.0007459852430555,0.06385,0.06385,0.9290021481481482,0.0,0.0,0.0,0.0,0.0,0.0
16,T1124TS439_4o,0.93972147,0.8516225777566433,0.0168722891566265,0.0,0.27401,0.2483215624999999,0.8630707037037036,10637.562,0.854,0.7,9640.2905625,0.7739375,0.6343749999999999
17,T1124TS320_5o,0.8887563,0.888756275177002,0.2496252918287938,0.0007595486111111,0.04179,0.04179,0.9295027777777777,0.0,0.0,0.0,0.0,0.0,0.0
18,T1124TS456_2o,0.9189833,0.918983280658722,0.2336307086614173,0.0007052951388888,0.05565,0.05565,0.9256409629629629,0.0,0.0,0.0,0.0,0.0,0.0
19,T1124TS046_1o,0.8965578,0.8965578079223633,0.2047588850174216,0.0006985134548611,0.03718,0.03718,0.8269567777777778,14877.08,0.864,0.662,14877.08,0.864,0.662
20,T1124TS188_1o,0.86673206,0.8667320609092712,0.2411248995983936,0.0007052951388888,0.11673,0.11673,0.9276574814814814,14213.811,0.817,0.689,14213.811,0.817,0.689
21,T1124TS320_3o,0.8860514,0.8860514163970947,0.244365748031496,0.0007120768229166,0.03026,0.03026,0.935132,0.0,0.0,0.0,0.0,0.0,0.0
