,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1134TS225_2,0.8575339,0.857533872127533,0.0038723404255319,0.0,0.11101,0.11101,0.8391410971786835,3359.554,0.814,0.657,3359.554,0.814,0.657
1,H1134TS320_3,0.84401137,0.8440113663673401,0.0037458333333333,0.0,0.10612,0.10612,0.8385574921630095,0.0,0.0,0.0,0.0,0.0,0.0
2,H1134TS158_1,0.8552553,0.8552553057670593,0.0044702702702702,0.0,0.09917,0.09917,0.8560342946708465,2407.043,0.781,0.649,2407.043,0.781,0.649
3,H1134TS187_2,0.8375939,0.8375939130783081,0.0015513513513513,0.0,0.03651,0.03651,0.5203724451410658,0.0,0.0,0.0,0.0,0.0,0.0
4,H1134TS227_3,0.84534526,0.8453452587127686,0.0040885714285714,0.0,0.06646,0.06646,0.8544199059561127,0.0,0.0,0.0,0.0,0.0,0.0
5,H1134TS150_1,0.8545466,0.8545466065406799,0.0043710526315789,0.0,0.15971,0.15971,0.8538933542319749,0.0,0.0,0.0,0.0,0.0,0.0
6,H1134TS147_3,0.84357274,0.843572735786438,0.0038833333333333,0.0,0.10085,0.10085,0.8382491536050156,4031.015,0.762,0.639,4031.015,0.762,0.639
7,H1134TS368_5,0.888105,0.8881049752235413,0.0064533333333333,0.0,0.0,0.0,0.33553090909090905,-1330.375,0.083,0.349,-1330.375,0.083,0.349
8,H1134TS187_3,0.83132946,0.8313294649124146,0.0040694444444444,0.0,0.17578,0.17578,0.8407460501567399,0.0,0.0,0.0,0.0,0.0,0.0
9,H1134TS119_3,0.8549592,0.8549591898918152,0.0043710526315789,0.0,0.09241,0.09241,0.8514455172413792,1779.601,0.654,0.653,1779.601,0.654,0.653
10,H1134TS390_1,0.85408473,0.8540847301483154,0.0043710526315789,0.0,0.15971,0.15971,0.8538933542319749,1759.02,0.712,0.65,1759.02,0.712,0.65
11,H1134TS439_1,0.8537377,0.8537377119064331,0.0041583333333333,0.0,0.10585,0.10585,0.842650909090909,4136.784,0.739,0.645,4136.784,0.739,0.645
12,H1134TS239_5,0.8523904,0.8523904085159302,0.0059333333333333,0.0,0.12957,0.12957,0.8300988714733544,0.0,0.0,0.0,0.0,0.0,0.0
13,H1134TS037_1,0.91916686,0.91916686296463,0.0035875,0.0,0.26852,0.26852,0.8222503761755485,6244.114,0.94,0.672,6244.114,0.94,0.672
14,H1134TS133_4,0.8408882,0.8408882021903992,0.0040885714285714,0.0,0.0927,0.0927,0.8475516614420063,0.0,0.0,0.0,0.0,0.0,0.0
15,H1134TS147_4,0.0,0.0,0.0037038461538461,0.0,0.1537,0.1537,0.8193872100313478,4740.554,0.776,0.66,4740.554,0.776,0.66
16,H1134TS147_2,0.0,0.0,0.0044779661016949,0.0,0.18946,0.18946,0.825083855799373,4443.122,0.781,0.658,4443.122,0.781,0.658
17,H1134TS291_5,0.0,0.0,0.0043848484848484,0.0,0.04248,0.04248,0.8489297178683386,0.0,0.0,0.0,0.0,0.0,0.0
18,H1134TS333_1,0.0,0.0,0.0,0.0,0.00042,0.00042,0.3583459874608151,0.0,0.0,0.0,0.0,0.0,0.0
19,H1134TS150_5,0.84017164,0.8401716351509094,0.0041628571428571,0.0,0.13083,0.13083,0.8525250470219435,0.0,0.0,0.0,0.0,0.0,0.0
