,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1153TS098_2o,0.864549,0.8645489811897278,0.0019052631578947,0.0,0.14942,0.14942,0.8260293013100436,0.0,0.0,0.0,0.0,0.0,0.0
1,T1153TS462_4o,0.933003,0.9330030083656312,0.0020428571428571,0.0,0.11011,0.11011,0.8297544978165938,0.0,0.0,0.0,0.0,0.0,0.0
2,T1153TS278_4o,0.7841309,0.784130871295929,0.0045897196261682,0.0,0.11991,0.11991,0.49556882096069865,4054.424,0.825,0.655,4054.424,0.825,0.655
3,T1153TS035_2o,0.86828715,0.8682871460914612,0.000288679245283,0.0,0.0,0.0,0.5426119650655021,-1591.681,0.114,0.651,-1591.681,0.114,0.651
4,T1153TS205_3o,0.862394,0.8623939752578735,0.01305625,0.0,0.07628,0.07628,0.7267762445414847,1084.93,0.708,0.664,1084.93,0.708,0.664
5,T1153TS367_4o,0.866726,0.8667259812355042,0.0020058823529411,0.0,0.12823,0.12823,0.8320830567685589,0.0,0.0,0.0,0.0,0.0,0.0
6,T1153TS390_2o,0.86695987,0.8669598698616028,0.0019235294117647,0.0,0.10993,0.10993,0.8285954585152838,0.0,0.0,0.0,0.0,0.0,0.0
7,T1153TS320_3o,0.86472875,0.8647287487983704,0.0019235294117647,0.0,0.10369,0.10369,0.8261118777292576,0.0,0.0,0.0,0.0,0.0,0.0
8,T1153TS298_4o,0.8644009,0.8644009232521057,0.0019235294117647,0.0,0.12556,0.12556,0.8270656331877729,1263.977,0.79,0.663,1263.977,0.79,0.663
9,T1153TS180_1o,0.940789,0.940788984298706,0.0020428571428571,0.0,0.09973,0.09973,0.8268884279475982,0.0,0.0,0.0,0.0,0.0,0.0
10,T1153TS037_4o,0.8914517,0.8914517164230347,0.0036181818181818,0.0,0.15991,0.15991,0.5646303493449781,478.942,0.521,0.663,478.942,0.521,0.663
11,T1153TS239_5o,0.8721844,0.8721843957901001,0.0020428571428571,0.0,0.13194,0.13194,0.8244948908296943,1230.259,0.838,0.66,1230.259,0.838,0.66
12,T1153TS131_2o,0.8516521,0.8516520857810974,0.0018777777777777,0.0,0.09218,0.09218,0.8264960262008733,1128.53,0.88,0.672,1128.53,0.88,0.672
13,T1153TS360_3o,0.8564341,0.8564341068267822,0.0019235294117647,0.0,0.1382,0.1382,0.8321178602620086,877.103,0.833,0.669,877.103,0.833,0.669
14,T1153TS188_5o,0.8618227,0.8618227243423462,0.0019684210526315,0.0,0.0906,0.0906,0.830351135371179,0.0,0.0,0.0,0.0,0.0,0.0
15,T1153TS374_1o,0.87323874,0.873238742351532,0.0020428571428571,0.0,0.10263,0.10263,0.8247860262008733,1734.58,0.892,0.666,1734.58,0.892,0.666
16,T1153TS003_1o,0.95911515,0.9591151475906372,0.0019684210526315,0.0,0.16395,0.16395,0.8294983406113536,0.0,0.0,0.0,0.0,0.0,0.0
17,T1153TS367_2o,0.8649236,0.8649235963821411,0.0019235294117647,0.0,0.08354,0.08354,0.8321486026200873,0.0,0.0,0.0,0.0,0.0,0.0
18,T1153TS461_5o,0.87048155,0.870481550693512,0.0019684210526315,0.0,0.12716,0.12716,0.8310378602620087,0.0,0.0,0.0,0.0,0.0,0.0
19,T1153TS493_4o,0.8343261,0.8343260884284973,0.0137291666666666,0.0,0.13052,0.13052,0.6624539737991267,424.936,0.644,0.66,424.936,0.644,0.66
20,T1153TS439_1o,0.8775526,0.8775526285171509,0.0020428571428571,0.0,0.16175,0.16175,0.8219698253275108,0.0,0.0,0.0,0.0,0.0,0.0
21,T1153TS390_1o,0.8654682,0.8654682040214539,0.0019555555555555,0.0,0.10281,0.10281,0.8258468558951965,1652.205,0.947,0.662,1652.205,0.947,0.662
22,T1153TS278_3o,0.84729433,0.8472943305969238,0.0018285714285714,0.0,0.12538,0.12538,0.7033822707423582,2149.247,0.946,0.662,2149.247,0.946,0.662
23,T1153TS348_2o,0.8587571,0.8587570786476135,0.0018857142857142,0.0,0.1316,0.1316,0.8323760262008734,0.0,0.0,0.0,0.0,0.0,0.0
24,T1153TS398_3o,0.8693974,0.8693974018096924,0.0015454545454545,0.0,0.08002,0.08002,0.7025250218340611,-677.184,0.163,0.662,-677.184,0.163,0.662
25,T1153TS462_5o,0.92971313,0.9297131299972534,0.0020428571428571,0.0,0.08913,0.08913,0.8285531877729257,1606.988,0.848,0.664,1606.988,0.848,0.664
26,T1153TS494_2o,0.6773151,0.6773151159286499,0.002,0.0,0.10891,0.10891,0.8286222707423581,1552.174,0.875,0.672,1552.174,0.875,0.672
27,T1153TS398_2o,0.8737217,0.873721718788147,0.0013596153846153,0.0,0.13171,0.13171,0.6156350655021835,-77.241,0.377,0.671,-77.241,0.377,0.671
28,T1153TS399_4o,0.86084044,0.8608404397964478,0.0019235294117647,0.0,0.08241,0.08241,0.8293219213973798,1374.123,0.921,0.664,1374.123,0.921,0.664
29,T1153TS298_3o,0.8697671,0.8697671294212341,0.0019684210526315,0.0,0.10093,0.10093,0.8296607860262009,1642.303,0.906,0.666,1642.303,0.906,0.666
30,T1153TS350_5o,0.0,0.0,0.0001083333333333,0.0,0.20941,0.20941,0.545155327510917,641.465,0.554,0.664,641.465,0.554,0.664
31,T1153TS439_4o,0.87516516,0.8751651644706726,0.0020227272727272,0.0,0.13294,0.13294,0.8181340611353711,2042.738,0.903,0.659,2042.738,0.903,0.659
32,T1153TS091_1o,0.48338747,0.4833874702453613,0.0027921052631578,0.0,0.05766,0.05766,0.6704584279475984,-481.512,0.245,0.613,-481.512,0.245,0.613
33,T1153TS494_4o,0.59079427,0.5690593591900573,0.0025686274509803,0.0,0.00686,0.0066076254180602,0.4084544978165939,2276.631,0.696,0.589,2192.875344481605,0.6703946488294314,0.5673311036789298
34,T1153TS098_3o,0.85269696,0.85269695520401,0.0018315789473684,0.0,0.10515,0.10515,0.8276844104803494,0.0,0.0,0.0,0.0,0.0,0.0
35,T1153TS180_3o,0.943082,0.9430819749832152,0.0020428571428571,0.0,0.09215,0.09215,0.8269461135371179,0.0,0.0,0.0,0.0,0.0,0.0
36,T1153TS091_2o,0.48950884,0.4895088374614715,0.0028288888888888,0.0,0.13824,0.13824,0.6983103493449782,-888.198,0.112,0.618,-888.198,0.112,0.618
37,T1153TS360_4o,0.85195947,0.8519594669342041,0.0019235294117647,0.0,0.12651,0.12651,0.8322598253275109,0.0,0.0,0.0,0.0,0.0,0.0
38,T1153TS086_5o,0.86602515,0.8660251498222351,0.0017782608695652,0.0,0.09054,0.09054,0.8184752838427947,1435.074,0.936,0.667,1435.074,0.936,0.667
39,T1153TS185_5o,0.8083256,0.8083255887031555,0.0025938461538461,0.0,0.09423,0.09423,0.5055417903930131,-1485.528,0.152,0.66,-1485.528,0.152,0.66
40,T1153TS119_5o,0.8024537,0.8024536967277527,0.01130625,0.0,0.07982,0.07982,0.515911135371179,0.0,0.0,0.0,0.0,0.0,0.0
