,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1143TS398_1,0.9350886,0.935088574886322,0.0174258064516129,0.0,0.25172,0.25172,0.6265495751633987,-590.026,0.313,0.701,-590.026,0.313,0.701
1,H1143TS434_5,0.88973033,0.8897303342819214,0.0328,0.0,0.26271,0.26271,0.6862953594771242,82.259,0.414,0.689,82.259,0.414,0.689
2,H1143TS288_5,0.8869086,0.8869085907936096,0.0580857142857142,0.0,0.18219,0.18219,0.6842240522875817,-784.084,0.162,0.692,-784.084,0.162,0.692
3,H1143TS423_2,0.93544084,0.9354408383369446,0.091340625,3.485656523406183e-05,0.24617,0.24617,0.8147769607843137,0.0,0.0,0.0,0.0,0.0,0.0
4,H1143TS165_5,0.29405,0.294050008058548,0.0228777777777777,0.0,0.12495,0.12495,0.6157492156862745,-590.188,0.269,0.667,-590.188,0.269,0.667
5,H1143TS245_2,0.9079906,0.907990574836731,0.0801454545454545,3.485656523406183e-05,0.27439,0.27439,0.7693013725490196,0.0,0.0,0.0,0.0,0.0,0.0
6,H1143TS187_4,0.8824321,0.8824321031570435,0.0777103448275862,0.0,0.17832,0.17832,0.7615210130718955,0.0,0.0,0.0,0.0,0.0,0.0
7,H1143TS071_5,0.8820152,0.8820152282714844,0.0924499999999999,3.485656523406183e-05,0.18056,0.18056,0.7966191176470588,-676.82,0.17,0.689,-676.82,0.17,0.689
8,H1143TS399_3,0.8638115,0.8638114929199219,0.0472953488372093,0.0,0.22594,0.22594,0.6803231699346406,-729.735,0.259,0.694,-729.735,0.259,0.694
9,H1143TS185_3,0.9106928,0.910692811012268,0.0064045454545454,0.0,0.26081,0.26081,0.6132153594771242,-851.044,0.135,0.687,-851.044,0.135,0.687
10,H1143TS390_1,0.9404457,0.9404457211494446,0.0984129032258064,3.485656523406183e-05,0.2263,0.2263,0.8228341503267974,0.0,0.0,0.0,0.0,0.0,0.0
11,H1143TS097_4,0.9050176,0.905017614364624,0.0015125,0.0,0.22404,0.22404,0.626364183006536,-1087.439,0.061,0.679,-1087.439,0.061,0.679
12,H1143TS278_1,0.94530463,0.9453046321868896,0.0936314285714285,3.485656523406183e-05,0.2604,0.2604,0.820279477124183,0.0,0.0,0.0,0.0,0.0,0.0
13,H1143TS494_1,0.6980826,0.6980826258659363,0.090390909090909,3.485656523406183e-05,0.22823,0.22823,0.8066801307189543,1872.7,0.831,0.693,1872.7,0.831,0.693
14,H1143TS350_5,0.0,0.0,0.000675,0.0,0.16111,0.16111,0.614096862745098,-23.78,0.374,0.676,-23.78,0.374,0.676
15,H1143TS278_2,0.90756965,0.9075696468353271,0.025495238095238,0.0,0.23642,0.23642,0.682136339869281,684.354,0.542,0.696,684.354,0.542,0.696
16,H1143TS158_3,0.9446097,0.9446097016334534,0.0989558823529411,3.485656523406183e-05,0.25936,0.25936,0.8204391503267974,0.0,0.0,0.0,0.0,0.0,0.0
17,H1143TS314_1,0.94162434,0.9416243433952332,0.09916875,3.485656523406183e-05,0.25004,0.25004,0.8221007843137255,0.0,0.0,0.0,0.0,0.0,0.0
18,H1143TS091_2,0.7285314,0.7285314202308655,0.066385,3.485656523406183e-05,0.10314,0.10314,0.7798666013071894,7.088,0.455,0.65,7.088,0.455,0.65
