,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,H1167TS003_1,0.9124236,0.912423610687256,0.1135286935286935,0.0003173504125555,0.11864,0.11864,0.7353311437908496,0.0,0.0,0.0,0.0,0.0,0.0
1,H1167TS291_5,0.0,0.0,0.1159749084249084,0.0003245629219317,0.19316,0.19316,0.7243818300653595,0.0,0.0,0.0,0.0,0.0,0.0
2,H1167TS390_1,0.9111428,0.9111428260803224,0.1109537162162162,0.0002957128844267,0.13375,0.13375,0.7357549346405229,0.0,0.0,0.0,0.0,0.0,0.0
3,H1167TS158_5,0.9114673,0.9114673137664796,0.1119376623376623,0.0003101379031792,0.11006,0.11006,0.7361437581699346,0.0,0.0,0.0,0.0,0.0,0.0
4,H1167TS227_3,0.90872926,0.9087292551994324,0.1134268339768339,0.0003173504125555,0.15427,0.15427,0.7703708169934641,0.0,0.0,0.0,0.0,0.0,0.0
5,H1167TS147_5,0.0,0.0,0.1394947592385218,0.0003822629969418,0.0366,0.0366,0.6879628431372549,3670.054,0.69,0.652,3670.054,0.69,0.652
6,H1167TS434_2,0.90831554,0.9083155393600464,0.1130659047619047,0.0003173504125555,0.14105,0.14105,0.7721969607843137,0.0,0.0,0.0,0.0,0.0,0.0
7,H1167TS187_4,0.9175378,0.917537808418274,0.1069156084656084,0.0002957128844267,0.14624,0.14624,0.7238929411764706,0.0,0.0,0.0,0.0,0.0,0.0
8,H1167TS180_2,0.93054676,0.930546760559082,0.11034,0.0003245629219317,0.1674,0.1674,0.778347614379085,0.0,0.0,0.0,0.0,0.0,0.0
9,H1167TS278_2,0.79784936,0.7978493571281433,0.1295466666666666,0.000331775431308,0.10603,0.10603,0.7048639869281046,4623.421,0.672,0.698,4623.421,0.672,0.698
10,H1167TS188_3,0.93985075,0.9398507475852966,0.0653599227799227,0.0004543880907045,0.02258,0.02258,0.6228100980392157,-2346.683,0.153,0.686,-2346.683,0.153,0.686
11,H1167TS348_4,0.9134839,0.9134839177131652,0.1123597564687975,0.000302925393803,0.13073,0.13073,0.7320142483660131,0.0,0.0,0.0,0.0,0.0,0.0
12,H1167TS086_1,0.9124236,0.912423610687256,0.1135286935286935,0.0003173504125555,0.11864,0.11864,0.7353311437908496,0.0,0.0,0.0,0.0,0.0,0.0
13,H1167TS165_4,0.33376288,0.3337628841400146,0.1086820083820083,0.0004039005250706,0.16251,0.16251,0.7101440522875817,1009.806,0.467,0.706,1009.806,0.467,0.706
14,H1167TS227_2,0.9117578,0.9117578268051147,0.1142108552631578,0.0003245629219317,0.13006,0.13006,0.7751681045751634,0.0,0.0,0.0,0.0,0.0,0.0
15,H1167TS493_1,0.9115778,0.9115778207778932,0.1146776599859353,0.0003245629219317,0.15206,0.15206,0.6976851633986929,6764.432,0.805,0.705,6764.432,0.805,0.705
16,H1167TS188_5,0.9330618,0.9330617785453796,0.0772303571428571,0.0003534129594368,0.04597,0.04597,0.6460244117647059,-2199.105,0.164,0.696,-2199.105,0.164,0.696
17,H1167TS320_3,0.9116698,0.9116697907447816,0.11168,0.000331775431308,0.11508,0.11508,0.7803767320261438,0.0,0.0,0.0,0.0,0.0,0.0
18,H1167TS423_1,0.9142537,0.9142537117004396,0.1031673745173745,0.0002957128844267,0.11296,0.11296,0.7804207189542484,4672.011,0.695,0.71,4672.011,0.695,0.71
19,H1167TS091_2,0.7032738,0.7032737731933594,0.0525075460487225,9.376262189140843e-05,0.09515,0.09515,0.6390200653594772,-585.405,0.315,0.645,-585.405,0.315,0.645
20,H1167TS234_3,0.4842271,0.4842270910739898,0.0572392857142857,0.0,0.03953,0.03953,0.42275209150326803,-1102.305,0.048,0.621,-1102.305,0.048,0.621
21,H1167TS441_3,0.90576684,0.9057668447494508,0.1069025089605734,0.0003678379781893,0.08318,0.08318,0.7253217647058824,5956.791,0.842,0.702,5956.791,0.842,0.702
22,H1167TS227_5,0.9106939,0.910693883895874,0.1174153846153845,0.0003389879406843,0.1205,0.1205,0.7736874836601307,0.0,0.0,0.0,0.0,0.0,0.0
23,H1167TS205_1,0.0,0.0,0.1119185917721519,0.0003173504125555,0.14281,0.14281,0.7335622875816993,5516.786,0.782,0.705,5516.786,0.782,0.705
24,H1167TS433_1,0.90777713,0.9077771306037904,0.1094490842490842,0.0003678379781893,0.10336,0.10336,0.7301281699346405,0.0,0.0,0.0,0.0,0.0,0.0
25,H1167TS073_5,0.9081437,0.9081436991691588,0.1193578947368421,0.0003101379031792,0.06564,0.06564,0.7093914705882353,4845.074,0.748,0.714,4845.074,0.748,0.714
26,H1167TS234_2,0.4842271,0.4842270910739898,0.0043018518518518,0.0,0.03054,0.03054,0.39596977124183,-551.181,0.129,0.631,-551.181,0.129,0.631
27,H1167TS462_2,0.9168965,0.9168965220451356,0.1130312785388127,0.000302925393803,0.1271,0.1271,0.7452624836601307,5106.421,0.791,0.704,5106.421,0.791,0.704
28,H1167TS098_5,0.93985075,0.9398507475852966,0.0635926126126126,0.0004471755813282,0.03865,0.03865,0.5959375163398692,0.0,0.0,0.0,0.0,0.0,0.0
29,H1167TS165_5,0.10950643,0.1095064282417297,0.1107844702093397,0.0004543880907045,0.13653,0.13653,0.7096964052287582,1678.886,0.501,0.708,1678.886,0.501,0.708
30,H1167TS444_3,0.9206822,0.9206821918487548,0.1110533333333333,0.0003245629219317,0.13896,0.13896,0.7703175816993465,7171.281,0.885,0.716,7171.281,0.885,0.716
31,H1167TS348_5,0.9124102,0.9124101996421814,0.1146166056166055,0.000331775431308,0.10291,0.10291,0.7757037908496731,0.0,0.0,0.0,0.0,0.0,0.0
32,H1167TS239_4,0.91307175,0.9130717515945436,0.1177008888888888,0.000331775431308,0.11486,0.11486,0.7773827450980392,0.0,0.0,0.0,0.0,0.0,0.0
33,H1167TS131_4,0.90679014,0.9067901372909546,0.1152270277777777,0.0003101379031792,0.1004,0.1004,0.7374453267973856,0.0,0.0,0.0,0.0,0.0,0.0
34,H1167TS298_3,0.9125132,0.9125131964683532,0.1127142857142857,0.0003245629219317,0.10698,0.10698,0.7750125816993463,0.0,0.0,0.0,0.0,0.0,0.0
35,H1167TS180_3,0.92777,0.9277700185775756,0.109686036036036,0.0003101379031792,0.16597,0.16597,0.7796809803921569,0.0,0.0,0.0,0.0,0.0,0.0
36,H1167TS447_4,0.21531536,0.215315356850624,0.1074689203475185,0.0003389879406843,0.16347,0.16347,0.6748257189542484,5514.048,0.74,0.722,5514.048,0.74,0.722
37,H1167TS125_1,0.91877985,0.9187798500061036,0.123123984962406,0.0002885003750504,0.10611,0.10611,0.6998054575163398,0.0,0.0,0.0,0.0,0.0,0.0
38,H1167TS098_1,0.93985075,0.9398507475852966,0.0653599227799227,0.0004543880907045,0.02258,0.02258,0.6228100980392157,0.0,0.0,0.0,0.0,0.0,0.0
39,H1167TS398_2,0.9111428,0.9111428260803224,0.1193613755299417,0.0002957128844267,0.10324,0.10324,0.7047034640522876,5497.411,0.719,0.702,5497.411,0.719,0.702
40,H1167TS390_5,0.9118304,0.9118304252624512,0.1133627486437613,0.000331775431308,0.11282,0.11282,0.777418954248366,0.0,0.0,0.0,0.0,0.0,0.0
41,H1167TS003_2,0.9126,0.9125999808311462,0.1101491228070175,0.000302925393803,0.13292,0.13292,0.733331568627451,0.0,0.0,0.0,0.0,0.0,0.0
42,H1167TS462_5,0.9099931,0.9099931120872498,0.1194298507462686,0.0002885003750504,0.09524,0.09524,0.6930837581699347,4914.478,0.762,0.705,4914.478,0.762,0.705
43,H1167TS147_4,0.0,0.0,0.1373195955882352,0.0003966880156944,0.03347,0.03347,0.6847882679738562,3362.808,0.681,0.648,3362.808,0.681,0.648
44,H1167TS158_2,0.9147385,0.9147384762763976,0.1153887201125175,0.0003389879406843,0.12321,0.12321,0.7690143137254901,0.0,0.0,0.0,0.0,0.0,0.0
45,H1167TS447_1,0.21789734,0.2178973406553268,0.1017205471380471,0.0003534129594368,0.165,0.165,0.6964427777777777,5703.43,0.761,0.724,5703.43,0.761,0.724
46,H1167TS360_4,0.90627503,0.9062750339508056,0.1109028138528138,0.0003245629219317,0.14863,0.14863,0.7773369934640523,0.0,0.0,0.0,0.0,0.0,0.0
47,H1167TS119_4,0.8981122,0.8981121778488159,0.113309202059202,0.000302925393803,0.10775,0.10775,0.7327657189542484,5542.751,0.745,0.708,5542.751,0.745,0.708
48,H1167TS169_4,0.93985075,0.9398507475852966,0.0635926126126126,0.0004471755813282,0.03865,0.03865,0.5959375163398692,0.0,0.0,0.0,0.0,0.0,0.0
49,H1167TS188_1,0.94117934,0.94117933511734,0.065887089381207,0.0004616006000807,0.01576,0.01576,0.6230527777777778,-2404.175,0.128,0.684,-2404.175,0.128,0.684
50,H1167TS461_3,0.9015407,0.9015406966209412,0.1154241830065359,0.000302925393803,0.10219,0.10219,0.7639011764705882,5228.942,0.758,0.704,5228.942,0.758,0.704
51,H1167TS248_4,0.9266338,0.9266337752342224,0.117137678062678,0.0002885003750504,0.10021,0.10021,0.7146145424836602,5437.311,0.758,0.698,5437.311,0.758,0.698
52,H1167TS320_2,0.9130451,0.9130451083183287,0.112362678062678,0.0003173504125555,0.13899,0.13899,0.7332584640522876,0.0,0.0,0.0,0.0,0.0,0.0
53,H1167TS368_2,0.8698946,0.8698946237564087,0.0,0.0,0.00025,0.00025,0.31689372549019607,-744.988,0.101,0.463,-744.988,0.101,0.463
54,H1167TS011_1,0.9079356,0.907935619354248,0.1118502222222222,0.0003173504125555,0.13513,0.13513,0.7719524183006536,0.0,0.0,0.0,0.0,0.0,0.0
55,H1167TS073_2,0.90611696,0.9061169624328612,0.123222033898305,0.0002524378281691,0.12917,0.12917,0.7516330065359477,4205.551,0.713,0.711,4205.551,0.713,0.711
56,H1167TS433_5,0.89682394,0.8968239426612854,0.1019079324894514,0.0003101379031792,0.0921,0.0921,0.7314019607843136,0.0,0.0,0.0,0.0,0.0,0.0
57,H1167TS441_5,0.89682394,0.8968239426612854,0.1019079324894514,0.0003101379031792,0.0921,0.0921,0.7314019607843136,0.0,0.0,0.0,0.0,0.0,0.0
58,H1167TS133_5,0.9106939,0.910693883895874,0.1174153846153845,0.0003389879406843,0.1205,0.1205,0.7736874836601307,0.0,0.0,0.0,0.0,0.0,0.0
59,H1167TS037_1,0.9225719,0.922571897506714,0.1238779503105589,0.0003101379031792,0.14332,0.14332,0.6909919607843137,7534.292,0.84,0.714,7534.292,0.84,0.714
60,H1167TS037_3,0.915035,0.9150350093841552,0.1122402128049899,0.000331775431308,0.14346,0.14346,0.7744179411764706,6602.696,0.865,0.717,6602.696,0.865,0.717
61,H1167TS320_1,0.9115779,0.9115778803825378,0.1109537162162162,0.0002957128844267,0.13375,0.13375,0.7357549346405229,0.0,0.0,0.0,0.0,0.0,0.0
62,H1167TS119_5,0.90922326,0.9092232584953308,0.1135099145299145,0.0003173504125555,0.11431,0.11431,0.7370272549019607,0.0,0.0,0.0,0.0,0.0,0.0
63,H1167TS257_3,0.93456215,0.9345621466636658,0.1095011042097998,0.0003173504125555,0.04036,0.04036,0.6868583660130718,4211.88,0.768,0.684,4211.88,0.768,0.684
64,H1167TS131_2,0.91534835,0.9153483510017396,0.1159697994987468,0.0003173504125555,0.12792,0.12792,0.7314051960784315,0.0,0.0,0.0,0.0,0.0,0.0
65,H1167TS092_1,0.9036589,0.903658926486969,0.1171792311661506,0.0003389879406843,0.1054,0.1054,0.7731750980392158,4582.095,0.69,0.713,4582.095,0.69,0.713
66,H1167TS073_1,0.91230094,0.912300944328308,0.1026144802867383,0.0002308003000403,0.12502,0.12502,0.7172122549019608,5230.333,0.769,0.702,5230.333,0.769,0.702
67,H1167TS188_2,0.94087535,0.9408753514289856,0.0656299465240641,0.0004616006000807,0.0367,0.0367,0.6226612745098039,0.0,0.0,0.0,0.0,0.0,0.0
68,H1167TS098_4,0.93985075,0.9398507475852966,0.0635926126126126,0.0004471755813282,0.03865,0.03865,0.5959375163398692,0.0,0.0,0.0,0.0,0.0,0.0
69,H1167TS165_1,0.1303659,0.1303658932447433,0.1082623845350052,0.0004543880907045,0.11333,0.11333,0.705996045751634,1801.949,0.528,0.702,1801.949,0.528,0.702
70,H1167TS446_2,0.90616596,0.9061659574508668,0.1122029252437702,0.0003101379031792,0.14139,0.14139,0.7773535947712419,0.0,0.0,0.0,0.0,0.0,0.0
71,H1167TS350_5,0.0,0.0,0.1159749084249084,0.0003245629219317,0.19316,0.19316,0.7243818300653595,5124.623,0.747,0.701,5124.623,0.747,0.701
72,H1167TS493_3,0.9115778,0.9115778207778932,0.1449600637196336,0.0003689475950164,0.08363,0.08363,0.6370045751633987,7092.856,0.785,0.697,7092.856,0.785,0.697
73,H1167TS461_5,0.90595007,0.9059500694274902,0.1184731372549019,0.0003101379031792,0.10421,0.10421,0.7021791503267973,5264.108,0.777,0.706,5264.108,0.777,0.706
74,H1167TS493_2,0.9115778,0.9115778207778932,0.1157040895222245,0.0003245629219317,0.19808,0.19808,0.7160920261437909,6880.224,0.849,0.704,6880.224,0.849,0.704
75,H1167TS368_4,0.8461661,0.8461660742759705,0.0,0.0,0.0,0.0,0.3126213071895425,0.0,0.0,0.0,0.0,0.0,0.0
76,H1167TS091_1,0.82960033,0.8296003341674805,0.0488655423280423,0.0001081876406439,0.06349,0.06349,0.6239506862745099,-25.93,0.425,0.64,-25.93,0.425,0.64
77,H1167TS071_4,0.89331424,0.8933142423629761,0.1181861420243772,0.0003245629219317,0.0858,0.0858,0.7186229738562092,0.0,0.0,0.0,0.0,0.0,0.0
78,H1167TS288_1,0.91230094,0.912300944328308,0.1155164786967418,0.0003173504125555,0.1289,0.1289,0.7378215032679739,5072.55,0.73,0.708,5072.55,0.73,0.708
79,H1167TS165_3,0.34785357,0.3478535711765289,0.1173927823860727,0.0004399630719519,0.15486,0.15486,0.720829705882353,805.864,0.483,0.71,805.864,0.483,0.71
80,H1167TS125_5,0.9102029,0.9102029204368592,0.1113926765887077,0.0003389879406843,0.12568,0.12568,0.7815750326797385,0.0,0.0,0.0,0.0,0.0,0.0
81,H1167TS248_5,0.9144588,0.9144588112831116,0.1233981481481481,0.0002885003750504,0.11273,0.11273,0.7226961111111112,4860.319,0.702,0.694,4860.319,0.702,0.694
82,H1167TS150_3,0.8959754,0.8959754109382629,0.1139248717948717,0.0003245629219317,0.11114,0.11114,0.7380715032679738,0.0,0.0,0.0,0.0,0.0,0.0
83,H1167TS433_4,0.89910823,0.8991082310676575,0.1032112499999999,0.0003101379031792,0.08463,0.08463,0.7357734640522876,0.0,0.0,0.0,0.0,0.0,0.0
84,H1167TS185_5,0.92282724,0.9228272438049316,0.1336901078293483,0.0003245629219317,0.07836,0.07836,0.6967238888888889,3827.877,0.698,0.699,3827.877,0.698,0.699
85,H1167TS434_1,0.9079356,0.907935619354248,0.1118502222222222,0.0003173504125555,0.13513,0.13513,0.7719524183006536,0.0,0.0,0.0,0.0,0.0,0.0
86,H1167TS494_2,0.71111655,0.7047672974211829,0.112633728850802,0.0002957128844267,0.11265,0.1116441964285714,0.6824230065359477,7058.189,0.796,0.705,6995.169455357143,0.7888928571428572,0.6987053571428571
87,H1167TS461_2,0.90616596,0.9061659574508668,0.1122029252437702,0.0003101379031792,0.14139,0.14139,0.7773535947712419,5100.357,0.713,0.71,5100.357,0.713,0.71
88,H1167TS423_2,0.91462034,0.9146203398704528,0.1069054185692541,0.000302925393803,0.12534,0.12534,0.7769697712418301,0.0,0.0,0.0,0.0,0.0,0.0
89,H1167TS494_3,0.70513445,0.6988386080733368,0.1148593114241001,0.0002957128844267,0.06699,0.066391875,0.7161912091503269,6792.754,0.771,0.708,6732.104410714286,0.7641160714285715,0.7016785714285714
90,H1167TS298_2,0.90999734,0.9099973440170288,0.1100833069620253,0.0003173504125555,0.13549,0.13549,0.7812133333333334,0.0,0.0,0.0,0.0,0.0,0.0
91,H1167TS288_3,0.9160177,0.9160177111625672,0.1084952139639639,0.0003101379031792,0.13597,0.13597,0.7751243790849673,4667.737,0.704,0.709,4667.737,0.704,0.709
92,H1167TS320_4,0.9112132,0.911213219165802,0.1122627486437612,0.000331775431308,0.12169,0.12169,0.7745204575163399,0.0,0.0,0.0,0.0,0.0,0.0
93,H1167TS225_1,0.92336315,0.9233631491661072,0.1080308703473087,0.0002740753562979,0.12788,0.12788,0.6737793137254902,5212.394,0.706,0.712,5212.394,0.706,0.712
94,H1167TS368_5,0.84335536,0.8433553576469421,0.0,0.0,0.0,0.0,0.3180916339869281,0.0,0.0,0.0,0.0,0.0,0.0
95,H1167TS291_1,0.0,0.0,0.1172974025974025,0.0003389879406843,0.1631,0.1631,0.782426045751634,0.0,0.0,0.0,0.0,0.0,0.0
96,H1167TS234_5,0.4842271,0.4842270910739898,0.0306380952380952,0.0,0.01735,0.01735,0.41147196078431375,-751.304,0.049,0.627,-751.304,0.049,0.627
97,H1167TS150_1,0.8959754,0.8959754109382629,0.1109537162162162,0.0002957128844267,0.13375,0.13375,0.7357549346405229,0.0,0.0,0.0,0.0,0.0,0.0
98,H1167TS165_2,0.27586925,0.2758692502975464,0.1381038961038961,0.0004399630719519,0.14601,0.14601,0.7175643464052288,-332.992,0.394,0.696,-332.992,0.394,0.696
99,H1167TS185_4,0.9314066,0.9314066171646118,0.1106291666666666,0.0002812878656742,0.08648,0.08648,0.7155281045751634,3248.346,0.666,0.697,3248.346,0.666,0.697
100,H1167TS234_1,0.4842271,0.4842270910739898,0.0409,0.0,0.02481,0.02481,0.40698816993464054,-41.764,0.387,0.627,-41.764,0.387,0.627
101,H1167TS446_4,0.90402,0.9040200114250184,0.1153835942596216,0.0003245629219317,0.15305,0.15305,0.776229248366013,0.0,0.0,0.0,0.0,0.0,0.0
102,H1167TS125_4,0.92098355,0.9209835529327391,0.1133852925560157,0.0002812878656742,0.1034,0.1034,0.6899110130718955,0.0,0.0,0.0,0.0,0.0,0.0
103,H1167TS441_1,0.90777713,0.9077771306037904,0.1094490842490842,0.0003678379781893,0.10336,0.10336,0.7301281699346405,0.0,0.0,0.0,0.0,0.0,0.0
104,H1167TS390_2,0.9125947,0.9125946760177612,0.112362678062678,0.0003173504125555,0.13899,0.13899,0.7332584640522876,0.0,0.0,0.0,0.0,0.0,0.0
105,H1167TS314_1,0.9115778,0.9115778207778932,0.1109537162162162,0.0002957128844267,0.12652,0.12652,0.7357265032679738,5295.187,0.744,0.709,5295.187,0.744,0.709
106,H1167TS239_5,0.90768415,0.9076841473579408,0.1183624561403508,0.0003389879406843,0.14165,0.14165,0.7659977777777778,0.0,0.0,0.0,0.0,0.0,0.0
107,H1167TS493_5,0.9115778,0.9115778207778932,0.1131931267806267,0.0003101379031792,0.14414,0.14414,0.6923783986928105,4309.499,0.646,0.693,4309.499,0.646,0.693
108,H1167TS071_5,0.88297075,0.8829707503318787,0.1171329059829059,0.0003462004500605,0.10731,0.10731,0.7697879084967321,0.0,0.0,0.0,0.0,0.0,0.0
109,H1167TS461_1,0.9039734,0.903973400592804,0.1147198303979125,0.0003173504125555,0.1431,0.1431,0.7755656862745098,4902.414,0.699,0.709,4902.414,0.699,0.709
110,H1167TS494_1,0.70242274,0.6961511064852988,0.144608921078921,0.0003291123509229,0.07521,0.0745384821428571,0.7005649019607844,6691.022,0.743,0.712,6631.280732142857,0.7363660714285715,0.7056428571428571
111,H1167TS399_5,0.9102029,0.9102029204368592,0.1113926765887077,0.0003389879406843,0.12568,0.12568,0.7815750326797385,0.0,0.0,0.0,0.0,0.0,0.0
112,H1167TS187_5,0.9026234,0.902623414993286,0.1225079611908559,0.0003173504125555,0.10376,0.10376,0.6141941830065359,4633.511,0.728,0.696,4633.511,0.728,0.696
113,H1167TS073_4,0.9048459,0.904845893383026,0.0954218253968253,0.0001370376781489,0.1479,0.1479,0.6813321895424838,3531.972,0.693,0.711,3531.972,0.693,0.711
114,H1167TS119_3,0.91534835,0.9153483510017396,0.1159697994987468,0.0003173504125555,0.1254,0.1254,0.7313949019607844,0.0,0.0,0.0,0.0,0.0,0.0
