,model,af_plddt_avg,af_plddt_avg_norm,icps,recall,dproqa,dproqa_norm,pairwise,GNN_sum_score,GNN_pcadscore,voromqa_dark,GNN_sum_score_norm,GNN_pcadscore_norm,voromqa_dark_norm
0,T1123TS390_4o,0.53371614,0.5337161421775818,0.000675,0.0,0.00386,0.00386,0.46767495867768594,-64.729,0.343,0.642,-64.729,0.343,0.642
1,T1123TS314_1o,0.0,0.0,0.0138301980198019,0.0,0.04833,0.04833,0.5030453305785124,2400.21,0.601,0.64,2400.21,0.601,0.64
2,T1123TS187_4o,0.6682805,0.6682804822921753,0.0009301075268817,0.0,0.02272,0.02272,0.5968135123966943,0.0,0.0,0.0,0.0,0.0,0.0
3,T1123TS374_1o,0.6879594,0.6879593729972839,0.0025506172839506,0.0,0.01045,0.01045,0.5931334297520661,2022.934,0.656,0.698,2022.934,0.656,0.698
4,T1123TS320_5o,0.305128,0.3051280081272125,0.0026436893203883,0.0,0.00013,0.00013,0.284241652892562,618.472,0.487,0.453,618.472,0.487,0.453
5,T1123TS073_3o,0.68930936,0.6893093585968018,0.0008968503937007,0.0,0.21101,0.21101,0.5861038016528926,6065.459,0.746,0.7,6065.459,0.746,0.7
6,T1123TS288_3o,0.68930936,0.6893093585968018,0.0008707692307692,0.0,0.23701,0.23701,0.585768223140496,5278.494,0.751,0.698,5278.494,0.751,0.698
7,T1123TS037_4o,0.6254105,0.6254104971885681,0.0011860465116279,0.0,0.01232,0.01232,0.5842752892561983,1731.232,0.556,0.642,1731.232,0.556,0.642
8,T1123TS278_4o,0.68283576,0.6828357577323914,0.0006706666666666,0.0,0.04103,0.04103,0.565708429752066,5589.664,0.917,0.694,5589.664,0.917,0.694
9,T1123TS125_1o,0.6213374,0.6213374137878418,0.0009709677419354,0.0,0.01115,0.01115,0.6040066942148761,0.0,0.0,0.0,0.0,0.0,0.0
10,T1123TS073_5o,0.6672863,0.6672862768173218,0.0008671052631578,0.0,0.20041,0.20041,0.5868660743801652,4666.135,0.694,0.685,4666.135,0.694,0.685
11,T1123TS035_3o,0.71544886,0.7154488563537598,0.000796,0.0,0.06283,0.06283,0.5259848347107439,0.0,0.0,0.0,0.0,0.0,0.0
12,T1123TS444_4o,0.755012,0.7550119757652283,0.0007013333333333,0.0,0.02211,0.02211,0.515212520661157,2187.87,0.563,0.64,2187.87,0.563,0.64
13,T1123TS390_5o,0.58073497,0.5807349681854248,0.0084119402985074,0.0,0.00547,0.00547,0.46217809917355374,220.395,0.361,0.654,220.395,0.361,0.654
14,T1123TS461_5o,0.2994876,0.2994875907897949,0.0288166666666666,0.0,0.0,0.0,0.236210826446281,-584.482,0.218,0.486,-584.482,0.218,0.486
15,T1123TS360_1o,0.45462823,0.4546282291412353,0.009710447761194,0.0,0.00197,0.00197,0.40736801652892557,334.232,0.495,0.592,334.232,0.495,0.592
16,T1123TS462_1o,0.6919408,0.6919407844543457,0.0,0.0,8e-05,8e-05,0.2367519834710744,-556.49,0.033,0.53,-556.49,0.033,0.53
17,T1123TS169_2o,0.0050729327,0.005072932690382,0.0005897260273972,0.0,0.00024,0.00024,0.3344712809917355,0.0,0.0,0.0,0.0,0.0,0.0
18,T1123TS188_5o,0.4322201,0.4322201013565063,0.00133125,0.0,0.0001,0.0001,0.34195173553719005,-249.262,0.253,0.573,-249.262,0.253,0.573
19,T1123TS131_4o,0.44519717,0.4451971650123596,0.0081999999999999,0.0,1e-05,1e-05,0.38247665289256194,-1356.878,0.256,0.531,-1356.878,0.256,0.531
20,T1123TS312_4o,0.0,0.0,0.0035026548672566,0.0,0.00139,0.00139,0.45277938016528924,-342.501,0.357,0.615,-342.501,0.357,0.615
21,T1123TS147_2o,0.47153363,0.4715336263179779,0.007951968503937,0.0,0.0225,0.0225,0.5219900413223141,2246.684,0.65,0.65,2246.684,0.65,0.65
22,T1123TS348_3o,0.31251204,0.3125120401382446,0.0452626666666666,4.2399231160608286e-05,0.0,0.0,0.24141161157024793,-1782.738,0.14,0.514,-1782.738,0.14,0.514
23,T1123TS147_3o,0.5811692,0.5811691880226135,0.0047752688172043,0.0,0.17577,0.17577,0.4555051239669421,3341.035,0.778,0.689,3341.035,0.778,0.689
24,T1123TS314_4o,0.0,0.0,0.0161773006134969,0.0,0.01743,0.01743,0.4425094628099173,917.276,0.535,0.635,917.276,0.535,0.635
25,T1123TS423_3o,0.5414135,0.5414134860038757,0.001875,0.0,0.00031,0.00031,0.5622797107438017,229.407,0.397,0.639,229.407,0.397,0.639
26,T1123TS423_1o,0.6414444,0.6414443850517273,0.0476619718309859,0.0001413307705353,0.06105,0.06105,0.34950185950413226,135.591,0.454,0.64,135.591,0.454,0.64
27,T1123TS439_4o,0.75008833,0.6062744053682887,0.0081722222222222,0.0,0.21906,0.1770597744360902,0.5567127685950414,3532.619,0.853,0.732,2855.3123496240605,0.6894548872180452,0.5916541353383459
28,T1123TS037_3o,0.69939774,0.6993977427482605,0.0091182291666666,0.0,0.18101,0.18101,0.5745840495867769,3233.457,0.598,0.684,3233.457,0.598,0.684
29,T1123TS187_3o,0.5414135,0.5414134860038757,0.001875,0.0,0.00031,0.00031,0.5622797107438017,0.0,0.0,0.0,0.0,0.0,0.0
30,T1123TS446_4o,0.2956782,0.2956781983375549,0.0021,0.0,0.0,0.0,0.2434443388429752,0.0,0.0,0.0,0.0,0.0,0.0
31,T1123TS248_4o,0.69897443,0.6989744305610657,0.0942799999999999,0.0002826615410707,0.0799,0.0799,0.508108347107438,353.581,0.446,0.671,353.581,0.446,0.671
32,T1123TS288_1o,0.7345528,0.734552800655365,0.0009775641025641,0.0,0.41762,0.41762,0.593753305785124,8129.855,0.842,0.715,8129.855,0.842,0.715
33,T1123TS098_2o,0.6221321,0.6221321225166321,0.0037615384615384,0.0,0.00136,0.00136,0.3705235950413222,0.0,0.0,0.0,0.0,0.0,0.0
34,T1123TS180_1o,0.7219348,0.7219347953796387,0.0314172413793103,0.0,0.04696,0.04696,0.5654168595041322,-275.752,0.376,0.691,-275.752,0.376,0.691
35,T1123TS180_5o,0.64620936,0.6462093591690063,0.0117222222222222,0.0,0.06513,0.06513,0.5661772727272728,5690.66,0.589,0.694,5690.66,0.589,0.694
36,T1123TS239_4o,0.5131929,0.4302331388444829,0.0053678571428571,0.0,0.00789,0.0066145488721804,0.3901432231404959,349.753,0.4,0.649,293.2139812030075,0.3353383458646617,0.5440864661654136
37,T1123TS398_1o,0.53629696,0.5362969636917114,0.0011333333333333,0.0,0.01519,0.01519,0.5110872727272727,-355.572,0.361,0.65,-355.572,0.361,0.65
38,T1123TS205_4o,0.4486861,0.4486860930919647,0.0005433333333333,0.0,6e-05,6e-05,0.38029194214876033,-703.251,0.23,0.559,-703.251,0.23,0.559
39,T1123TS239_5o,0.49388477,0.4938847720623016,0.0021264705882352,0.0,0.00073,0.00073,0.3471707438016529,-1025.592,0.073,0.616,-1025.592,0.073,0.616
40,T1123TS493_4o,0.562578,0.562578022480011,0.0679545454545454,5.653230821414439e-05,0.00078,0.00078,0.45310574380165286,-1192.476,0.09,0.605,-1192.476,0.09,0.605
41,T1123TS314_5o,0.0,0.0,0.0106694444444444,0.0,0.02248,0.02248,0.44182983471074383,1697.428,0.537,0.645,1697.428,0.537,0.645
42,T1123TS278_3o,0.7017926,0.6727710993666398,0.001875,0.0,0.02974,0.0285101503759398,0.4512528925619835,-21.877,0.44,0.681,-20.972312030075187,0.4218045112781955,0.6528383458646617
43,T1123TS398_5o,0.56460524,0.5646052360534668,0.0040828125,0.0,0.00096,0.00096,0.47453425619834716,-1168.861,0.241,0.637,-1168.861,0.241,0.637
44,T1123TS054_2o,0.48140505,0.4814050495624542,0.0004999999999999,0.0,0.00644,0.00644,0.4189016115702479,0.0,0.0,0.0,0.0,0.0,0.0
45,T1123TS447_3o,0.0,0.0,0.0157397003745318,0.0,0.05502,0.05502,0.47740838842975203,0.0,0.0,0.0,0.0,0.0,0.0
46,T1123TS091_2o,0.87648666,0.8764866590499878,0.0007499999999999,0.0,0.00037,0.00037,0.5254066115702479,610.605,0.441,0.552,610.605,0.441,0.552
47,T1123TS158_1o,0.67606634,0.6760663390159607,0.0007286821705426,0.0,0.20002,0.20002,0.5859196280991735,3070.214,0.711,0.71,3070.214,0.711,0.71
48,T1123TS461_1o,0.44989982,0.449899822473526,0.0003178571428571,0.0,0.00057,0.00057,0.3787456198347108,-1213.949,0.133,0.599,-1213.949,0.133,0.599
49,T1123TS367_5o,0.5746701,0.5746700763702393,0.0020763157894736,0.0,0.0229,0.0229,0.6014884710743802,2601.001,0.716,0.652,2601.001,0.716,0.652
50,T1123TS158_4o,0.6602248,0.6602247953414917,0.000820652173913,0.0,0.06773,0.06773,0.5913780578512398,1519.489,0.531,0.689,1519.489,0.531,0.689
